median_house_value,housing_median_age,total_rooms,total_bedrooms,population
54600,32,1290,304,852
50800,31,1783,382,1266
51100,29,1938,404,1487
49200,21,2751,602,1496
63200,13,1657,362,1186
132000,11,3221,617,1351
68300,10,2445,526,1262
50200,25,1170,259,804
60000,18,1082,202,793
51500,33,1955,398,1412
125000,29,510,84,236
100000,26,337,69,277
231300,20,1132,177,518
64800,19,1673,318,1298
54100,35,2228,476,1567
84700,25,1180,222,611
72000,31,2342,439,1411
51800,33,2465,536,2030
51400,38,1281,297,1423
93200,14,1932,330,997
80000,38,949,190,578
80400,30,1669,314,837
59100,30,1408,326,1184
500001,19,3238,629,1195
102700,22,2211,477,773
67400,19,3000,628,2202
65000,28,2201,429,1524
112500,39,915,199,580
52100,21,2213,458,1250
115300,18,1802,332,945
52900,20,1743,340,1390
48000,20,1469,303,1031
104700,24,2585,480,1442
68200,26,890,172,483
107600,25,1784,312,904
65800,19,1484,296,1296
63300,15,1371,306,1266
93500,27,1621,323,882
97800,20,1963,434,682
69200,5,2353,608,2505
67600,32,1153,236,761
56700,28,1343,330,1331
63500,37,1054,239,879
41700,27,1546,415,1704
95600,17,3538,726,1603
90500,24,1302,232,693
73000,42,510,88,247
60900,36,2294,489,1430
66100,41,1749,342,1171
84200,28,1274,215,572
87300,18,1425,280,753
106300,38,402,86,311
69600,22,1824,333,1076
112500,18,408,82,253
52900,34,3437,696,1783
26600,34,1440,309,808
30000,45,973,183,500
108300,13,1348,258,719
118100,18,1404,226,754
73600,32,1702,348,1016
26900,46,2745,543,1423
160100,19,3351,589,1578
63800,44,4599,877,2140
111800,16,2904,551,1467
110300,32,3451,625,1968
49200,22,1389,290,1185
37500,36,116,20,39
92400,24,2532,555,1564
95300,21,2106,410,867
230600,17,4617,982,2303
106900,20,1089,208,531
63400,34,1440,267,1018
214300,14,362,78,88
500001,28,3506,563,1362
301300,24,3422,596,1763
314300,15,1112,256,411
346000,32,1921,394,951
69300,21,1834,321,1120
55100,33,1225,275,1065
279700,20,4489,800,2867
251000,20,1834,477,1305
179500,26,4047,702,571
136900,20,2822,479,1372
55800,33,587,170,730
111500,34,2065,343,1041
297400,8,1705,400,886
248700,14,1671,383,1079
300000,22,2323,727,1301
58900,20,1815,375,1665
162500,36,49,7,28
55900,30,2165,536,1500
63900,6,1186,234,1135
55800,32,1963,508,2052
63900,31,1671,372,1371
56900,14,3004,793,3535
57100,18,2379,448,1638
70200,31,1986,417,1042
67500,46,55,11,26
76600,46,1889,390,971
126300,26,1912,339,1002
500001,17,1951,368,681
114600,14,2391,451,798
73000,29,1963,392,1208
58900,40,1195,326,1135
43800,29,424,78,284
50800,25,1093,262,893
64700,35,1648,285,792
52300,14,1267,290,1077
42100,37,766,189,639
137500,17,346,130,51
111800,16,4199,794,2140
99500,11,2510,460,1248
84800,10,1657,359,958
83900,7,1761,309,974
72900,34,1759,354,899
72300,30,2370,412,1248
94200,30,1860,337,1123
97400,20,2673,452,1394
68800,36,1729,317,737
54800,16,1461,400,1201
156700,13,6135,863,2473
126500,19,3225,548,1760
58100,42,1032,215,812
61600,21,2004,385,1397
106500,19,3273,611,1164
130600,18,1284,193,621
131700,19,1733,303,911
101600,35,990,192,674
50000,32,752,159,524
500001,28,2718,542,1066
335000,35,622,170,278
137500,13,1722,325,712
55200,27,1388,296,1056
69700,42,2311,439,1347
68300,33,1923,403,1205
54400,36,738,168,737
151800,14,863,151,315
92700,10,2842,620,1443
73000,29,1312,280,788
65100,42,2242,521,1359
53000,34,1911,497,1886
46300,25,1847,371,1460
500001,33,3597,519,1207
500001,16,2665,391,794
147800,7,3389,621,1268
62400,13,1788,405,1652
148700,19,1317,189,517
133300,42,1338,215,617
62400,33,1589,294,1102
55300,22,1794,435,1127
90600,4,1684,343,920
71400,26,1463,261,699
67500,14,2928,600,1633
100000,23,207,45,171
500001,29,3865,814,1266
164600,30,2857,661,291
104400,15,2654,530,1267
173800,14,4872,656,2085
92500,34,576,117,363
97400,13,2360,340,1055
90400,23,3182,563,1525
51700,41,3095,766,1852
43100,32,2205,523,1772
50100,27,1513,314,1071
500001,32,1872,318,749
122300,11,2161,448,820
106300,17,1280,254,707
58000,6,1931,422,1344
100000,30,1671,319,966
148000,4,3725,783,1478
85500,38,3148,568,1378
107900,21,1745,266,837
76100,47,1869,357,832
67200,46,1730,337,752
59100,52,1257,257,624
53800,47,1059,268,693
50400,11,1294,314,713
53400,28,941,175,588
124100,10,2106,410,1003
91900,15,1724,374,947
92800,16,2048,373,1052
58100,10,1623,409,988
56800,24,2652,568,1532
70500,18,1147,202,717
500001,26,2790,413,1014
500001,27,5509,1059,2591
123100,13,5087,981,2284
167500,15,2373,364,1280
113700,4,2145,334,1024
111300,3,2029,336,1003
114400,4,1262,216,622
163100,9,3712,508,1632
120300,19,2788,614,1365
117900,27,2845,417,1219
153800,31,843,140,453
118800,10,1090,164,470
463800,32,3202,537,1316
241400,39,1467,381,1404
246700,37,1673,444,1477
232600,23,1333,393,1369
364300,28,1814,526,849
119800,13,2307,386,925
96100,10,3113,589,1508
120000,11,2455,344,1110
88900,16,2668,454,1536
106200,13,2589,413,1356
88400,7,2855,518,1748
71300,16,1551,271,1010
150800,21,1260,182,583
65300,39,1237,256,638
61200,31,834,229,616
54400,28,1325,276,873
120800,26,592,121,268
60600,12,2739,535,1859
500001,23,2600,398,917
251200,49,1785,386,1267
236000,33,1961,462,1693
236800,38,1452,354,1139
164600,20,1676,263,786
143100,20,2655,432,1081
89500,8,943,189,475
100200,7,2075,353,1040
54600,32,1098,226,726
78900,28,1868,350,898
55900,17,1897,433,1207
93800,13,1524,366,994
76300,15,2524,451,1207
83600,13,1736,313,993
60600,22,2456,496,1720
93100,6,1926,303,965
93100,13,2343,409,1347
121600,23,2097,385,911
62500,17,2438,598,1563
108300,25,556,79,249
88300,36,1432,269,836
79200,29,1702,301,914
57900,29,1799,356,1278
75000,38,1016,202,540
94100,35,2011,349,970
47500,18,820,239,1345
500001,41,1989,271,666
443600,44,2440,485,1011
280600,43,1257,311,671
387700,37,2801,497,1150
228100,30,1273,343,1082
258300,52,302,112,392
253600,17,1826,544,1325
500000,44,1208,357,603
86300,15,1449,277,649
71400,23,3532,756,1885
68200,25,2379,540,1482
68000,32,2623,528,1570
66400,31,1746,321,1186
500001,32,3725,569,1304
300000,52,977,289,412
293800,52,1364,460,804
320600,39,1486,467,758
418400,37,1462,306,678
318800,35,1402,369,654
350000,52,329,109,291
226500,52,1526,458,1633
236100,19,2086,575,1701
226500,19,1215,360,1349
336400,35,1604,334,904
165200,17,2236,315,992
113400,5,1087,338,623
109000,15,2727,500,1228
112500,12,2144,568,1320
55000,9,1122,290,662
72800,19,1648,368,557
72800,25,875,156,646
84700,17,2056,366,1259
81400,17,1415,267,861
82000,34,1891,323,966
75900,11,5112,1384,2487
72000,28,2675,527,1392
88300,18,8099,1670,4476
151400,19,3972,585,1586
384400,35,2183,363,988
443000,52,1837,343,711
458600,48,2408,536,1005
279200,47,1572,417,790
255000,18,1170,372,681
237500,52,1838,692,851
258300,50,840,279,488
246900,49,1560,436,1041
259100,39,1172,322,606
267000,31,1643,499,1253
230800,23,2068,658,1898
255000,18,1225,317,694
326800,36,1846,358,748
96000,13,1999,375,750
103700,16,2131,424,989
112500,16,2627,613,1054
72200,28,1651,305,780
87500,15,2175,564,1194
71500,23,2128,442,1047
78800,16,2396,526,1338
85700,15,3045,689,1340
69000,23,6403,1370,3573
86900,27,1691,282,869
74700,11,4832,993,2190
65900,9,1914,491,1116
127200,15,1713,246,766
91600,7,2456,463,1350
112500,33,1287,214,580
52600,40,1185,221,676
62100,35,2469,553,1168
500001,50,3265,509,1256
293800,43,1781,342,663
289900,39,1489,304,700
320600,36,1156,309,521
243800,33,1028,377,753
275000,27,984,299,777
260100,49,1610,370,961
264700,37,1635,427,1027
250000,31,1524,383,1257
341800,35,871,145,354
335300,35,1853,375,878
335000,26,1648,378,954
138800,8,3602,547,1959
111400,14,3348,491,1584
79700,19,1699,356,994
74600,15,2376,538,1197
73000,24,4410,939,2362
67900,39,1745,321,901
64700,14,6202,1551,5561
54200,9,1621,428,678
225000,7,2461,647,1587
89500,26,2645,1005,1660
70400,15,2246,456,1190
49300,32,755,205,681
92600,31,1551,296,1058
82700,32,1513,272,1038
94200,20,1741,331,1466
351100,48,2114,390,973
357500,38,1729,394,801
261000,27,1448,404,978
392800,25,2024,312,907
413900,23,1364,227,638
350000,29,1769,297,703
335200,20,1648,319,905
140800,3,10425,2121,4432
108200,14,4675,829,2235
74300,18,10862,2401,5466
70700,27,4049,947,2254
76900,30,2427,482,1375
58700,42,2093,470,1621
59600,47,2236,418,1042
55600,39,4893,1210,4749
50000,42,1236,272,946
50800,34,1254,272,1056
58500,25,3972,842,2863
61800,17,5872,1250,5034
89500,19,2546,463,1257
61300,21,1548,308,1137
383100,29,2526,388,1092
353000,27,1251,282,503
294500,26,4257,1031,1861
340400,26,3119,562,1459
346200,30,2365,417,1053
322600,32,1479,287,830
109400,15,2793,436,1411
74500,30,3308,662,1894
90600,25,2718,504,1257
74300,35,1129,220,474
70400,32,1962,399,1005
44500,32,2072,497,2002
54200,50,1515,294,852
55400,49,2331,460,1290
52100,39,2290,539,1685
60800,22,3247,859,4179
49800,38,1481,353,1543
263800,6,2864,642,1404
395000,26,3578,677,1504
283200,23,2982,837,1317
99600,22,2803,438,1234
110900,20,3214,446,1360
84200,17,3690,628,1888
99300,17,6932,1486,3056
69400,19,4643,1429,4638
70900,29,3494,662,1781
83700,20,6257,1346,2795
72800,26,3654,837,1976
78800,30,6117,1330,2768
60200,38,3804,814,2142
72300,36,2507,466,1227
50600,23,3800,1003,3786
45500,41,1576,417,1567
49400,35,2347,526,1676
53400,35,1607,383,1407
69100,52,2137,448,1194
45500,39,1553,363,1449
60600,24,1240,265,1035
44400,29,1745,441,1530
74200,29,1243,312,836
290900,28,1985,582,1092
113600,8,5212,872,2383
174200,3,7520,1143,2878
193500,7,4139,544,1843
123600,8,1519,234,711
124400,15,2058,412,891
125300,15,1924,262,848
101100,19,3237,507,1378
108500,16,2360,355,1034
85500,28,1713,302,663
84600,32,3461,665,1507
89600,34,2679,460,1141
81100,27,2258,427,1076
67700,40,1411,284,609
67300,36,3616,779,1994
61900,29,2554,705,2669
54600,43,1945,413,1492
56000,43,1623,294,781
48300,44,1818,412,1680
46900,39,1287,332,1386
70100,51,1454,235,729
62800,50,1325,280,811
52600,45,1081,241,821
53000,44,1960,393,1286
92500,14,3400,618,1867
69100,14,3677,863,2191
62000,24,2202,471,1052
80000,21,2403,483,1647
295300,24,5652,1313,2312
500001,28,3318,441,1604
342500,22,2552,443,1066
117600,17,1364,282,338
128300,8,3468,675,1604
187300,10,2902,363,1200
79500,12,782,166,292
111900,7,4907,1075,2014
95200,18,4164,741,1817
69300,11,2754,663,1328
89500,25,5016,963,2133
53500,22,4241,1147,1929
68300,33,2260,440,966
70700,37,2185,455,1143
73400,31,2164,456,959
58100,45,1315,256,666
51300,47,1425,323,949
52000,49,1175,307,982
46600,43,2070,512,1925
50000,35,2114,506,2050
90300,15,1461,415,924
34400,22,354,121,530
45300,35,1987,394,1233
126400,14,1287,291,737
66600,30,1846,391,1255
100800,29,1871,315,1066
500001,21,2377,322,1007
450000,9,1830,353,1515
500001,23,2077,306,705
353400,28,2864,495,1364
54000,11,2596,619,1765
51700,22,1529,375,1543
72200,15,3356,694,1232
93000,25,2330,462,1215
105200,23,4358,819,1852
69600,35,1877,328,1155
124700,27,2462,484,852
67500,33,3433,785,1806
64500,26,1700,423,909
47500,19,1524,448,960
59100,41,2227,462,1129
58800,38,1912,456,1131
58700,43,2323,502,1144
61300,52,2408,498,1361
56100,52,1185,260,635
45000,52,377,97,530
46700,33,3161,934,3530
75000,52,173,87,401
39600,35,853,296,1228
47500,52,112,28,193
44100,41,1562,322,927
53000,19,1719,391,1369
49500,23,1731,363,1210
76800,32,1393,276,999
75800,19,3252,614,1971
93100,16,1717,277,903
104200,6,1265,227,764
348700,24,2746,433,1076
271800,25,1479,314,977
276200,26,3611,563,2089
500001,20,3104,415,1061
121900,15,989,184,406
169300,43,1951,288,725
96500,43,2382,431,874
87600,52,2964,512,1114
78400,52,2224,418,832
69200,52,1853,437,764
58400,52,1788,449,1156
59000,46,2625,593,1368
51800,25,1717,542,1343
50400,43,1286,360,972
48500,19,1334,336,1171
53500,29,1541,291,1007
51300,28,1592,304,962
66700,31,2214,432,1326
74200,34,2263,423,1184
107500,7,479,84,327
225000,20,156,39,171
280200,27,2674,419,1176
271500,27,3143,537,1760
276400,22,2845,500,1456
121300,14,4795,710,2047
94400,17,2340,370,1174
126000,19,6789,1200,2325
135500,10,5780,922,2712
143300,33,3972,594,1324
160100,38,2252,325,777
88800,29,2806,552,1242
71900,39,2471,460,1118
73800,35,2314,443,954
89900,52,2281,371,839
83400,37,1965,364,796
55500,35,1012,245,633
78900,48,1805,329,741
57100,52,1792,352,1049
67900,48,2059,388,834
55100,52,1827,356,855
47500,36,607,155,483
59200,50,772,194,606
49600,47,1314,416,1155
76400,24,2246,462,1291
83600,31,1241,254,767
56100,24,544,112,442
384400,22,3488,452,1479
334000,24,3678,567,1554
206300,14,961,305,662
92400,13,1713,340,643
119300,9,2340,544,860
158800,7,2289,342,1077
144700,16,2868,376,1016
123000,14,2982,412,1408
151500,28,2268,336,752
150900,25,3305,551,1149
99500,33,1670,256,528
65900,35,1474,291,709
64700,18,5822,1439,3415
69200,36,1582,313,761
65600,36,2252,468,1117
68500,46,2194,563,924
66900,41,1973,399,1107
43800,52,610,128,406
54100,17,1276,242,927
87500,18,942,193,424
52200,33,1293,272,694
333800,24,3592,533,1683
228200,28,1992,531,1622
295400,22,2239,475,1016
150000,16,1414,463,793
141200,14,2351,341,1128
155600,14,1087,165,365
90100,24,3756,681,1586
80800,16,6101,1200,3407
65600,35,1872,363,1054
67000,24,3505,819,2098
66200,35,1789,357,933
80300,30,3162,640,1660
68100,32,2867,615,1705
71600,23,2168,503,1190
67300,15,3291,772,1738
55600,33,662,183,607
62100,21,1702,358,1347
67500,28,60,10,46
73900,43,355,81,233
60000,31,1732,332,979
101400,25,1549,269,819
280900,24,2168,373,934
260000,35,796,281,567
198400,26,1739,402,599
205000,31,798,346,699
104200,17,2582,553,1087
345900,8,3791,487,1424
229200,12,2396,290,863
229700,17,3012,408,987
167700,17,2807,376,996
188300,18,2789,378,937
66900,19,3244,776,1463
72700,16,2849,506,1508
71400,21,3235,648,1820
58800,24,3242,795,2764
72000,6,1853,473,1397
78200,19,1310,241,702
274300,28,977,162,537
80700,8,828,168,413
102400,13,2872,477,1607
213900,12,2272,304,840
160300,15,2563,335,1080
141600,11,2497,427,1101
91300,9,3995,778,1691
119300,16,1852,274,887
88900,15,1387,236,638
68000,15,1743,310,1011
73000,14,4177,914,2300
88800,14,1876,324,1031
79700,8,3096,684,1454
81300,9,1142,314,620
83200,27,1510,344,847
80100,10,2067,450,845
81100,24,1143,245,608
60900,23,1824,354,1146
348200,23,1915,277,724
276800,28,1765,301,1173
37500,14,2307,650,5723
89300,12,1488,253,675
72100,4,4530,1070,1804
67900,18,2536,516,1196
74700,7,2232,490,1274
75600,19,2439,462,1416
58400,34,1175,251,683
325000,24,1576,580,1630
316700,28,1062,309,1058
187500,26,1626,375,1580
111800,13,1429,209,702
122500,4,4833,784,2088
107800,6,1891,341,969
80200,8,2875,548,1718
76700,7,1932,419,1014
84500,4,6102,1114,3406
74500,34,1649,323,919
67900,30,1584,316,984
72500,34,1370,287,818
83900,26,1414,265,779
256200,8,2580,372,1111
96500,2,4055,735,1730
61200,30,2288,474,1435
261400,27,4724,793,2394
223100,16,2206,541,1227
282500,16,1734,365,962
229500,14,2472,685,1292
80400,5,3821,705,2179
126400,17,1987,335,1152
81300,43,524,93,302
78300,32,1485,269,867
90000,34,1422,237,716
271200,25,3160,507,1514
112000,13,2230,443,920
98500,11,2513,408,1360
74600,20,1935,363,1319
137500,43,187,38,106
94400,17,2171,389,1042
165400,29,2205,366,1072
268800,24,2001,365,1170
162500,15,3831,625,984
119800,18,1422,243,702
402600,17,2143,324,1073
200000,27,1709,408,97
97900,15,2061,465,573
137500,18,473,115,88
106300,25,8363,1636,7679
69800,29,1649,342,671
212500,20,1451,386,467
91300,25,1789,536,1134
136800,24,1258,216,235
88500,14,1636,253,766
187500,8,430,107,36
87500,22,1058,352,851
92200,21,2046,580,952
173400,24,2180,517,755
91500,32,1312,315,600
131600,19,1429,292,585
110500,22,2731,632,1215
109700,17,2722,512,828
47700,25,1047,270,1505
107200,24,856,185,388
69400,17,1497,308,1425
90400,25,1262,293,534
86900,27,2682,606,1010
134700,16,3109,572,885
62300,26,1284,239,820
65000,31,2366,482,1933
112500,26,1453,251,896
103600,24,1216,289,421
118500,22,3119,640,786
141900,23,1882,414,673
103800,14,2878,617,1011
105400,45,1270,242,598
100000,23,333,92,198
313400,17,8005,1382,999
103600,26,529,116,191
114100,21,1653,419,737
127600,12,1437,268,395
140600,16,3045,543,202
70800,33,1902,370,1168
62500,16,259,53,131
139300,26,1930,391,307
126100,22,3080,610,1045
96100,23,964,246,485
94400,27,968,191,283
86700,17,2732,609,1005
100800,24,1669,422,589
225000,32,1347,444,825
99300,24,1602,426,751
107200,22,2138,493,829
97600,19,2429,459,883
121400,15,3142,618,725
88100,17,2806,600,990
113100,17,2116,425,909
53900,25,2115,482,1976
55300,25,1270,255,1050
118800,15,3042,588,918
132500,26,7005,1358,416
51600,20,2129,526,1845
51800,23,2126,506,2091
48300,36,1528,347,1334
63300,11,3606,699,2074
82800,48,1341,239,671
71800,14,3182,730,2298
500001,13,3942,585,1542
61800,16,3705,739,2463
47100,20,2029,427,983
52300,37,1000,261,1092
52500,31,696,254,913
65200,18,2287,534,1339
57800,24,1961,422,1559
163500,21,2459,525,584
170000,22,2213,372,98
124000,30,2979,583,316
437500,19,2967,528,112
84900,13,6301,1080,3840
60400,12,2710,575,1724
52800,38,1542,364,1220
61400,44,1288,295,723
64300,19,901,183,700
60400,32,981,237,736
169500,20,3729,614,365
87500,16,1667,372,762
59600,12,1790,379,1399
48000,28,1563,403,1564
55000,27,968,240,587
96500,34,1457,239,557
88200,19,2627,502,1295
56100,34,1355,262,434
146900,19,1746,306,251
162500,34,1988,511,36
95800,18,402,76,213
94200,13,3356,589,1458
73800,36,2074,349,954
70700,41,1164,211,476
89600,38,1446,285,928
83200,22,1339,251,820
112500,18,1524,414,2030
375000,18,2375,429,1048
272300,11,3478,588,1693
390200,24,1874,319,820
60700,19,2335,518,1028
83900,17,1076,283,171
81600,9,1608,297,1057
55100,12,1923,559,2809
367000,18,2708,382,988
84400,11,586,125,317
117300,10,2325,410,1016
124800,9,2738,510,1193
196900,20,1703,294,409
360000,18,3824,559,241
143800,33,1849,384,218
500001,33,1561,282,30
90900,20,2100,317,910
69000,19,2020,416,1341
64700,12,1462,356,1708
55000,17,598,160,715
153300,21,3005,574,385
158300,18,2245,392,421
95300,17,3344,570,1624
440000,16,2943,394,959
52600,33,2820,515,976
179200,17,2839,525,390
48500,18,1165,334,1119
56200,7,2049,482,1387
290900,10,2426,426,966
87500,22,2465,539,381
112500,5,111,26,58
61700,32,2089,468,1765
71300,26,48,8,13
394900,11,2137,339,916
60900,27,2533,518,1371
43900,33,1726,420,1371
243100,22,2136,465,1143
309800,9,2536,499,832
259800,24,1601,282,731
82500,19,785,151,366
138100,9,2254,400,694
283300,14,1382,242,141
176600,25,1669,348,163
70200,13,866,252,369
127800,21,2484,460,309
126000,18,2040,402,350
206300,16,1463,264,54
79200,29,1995,392,1261
156300,18,508,104,393
500001,17,921,189,434
110900,18,1046,204,486
116300,10,614,141,195
119800,14,2421,489,1000
141300,14,10098,1545,701
146900,18,1703,360,354
90600,25,948,198,613
400000,17,2074,382,1035
174100,7,2611,395,482
155700,16,1536,298,646
77500,11,1568,369,82
162500,43,102,19,44
115800,17,8651,1579,2071
57200,29,1479,338,1408
58300,25,875,214,931
47600,26,2399,518,1037
109500,26,1988,379,905
200000,15,2146,361,197
137900,9,13670,2453,2811
112500,30,1189,255,446
227900,14,2647,515,1487
215200,15,2958,690,1348
187500,7,914,159,85
92200,21,1667,303,861
198400,8,1872,281,203
244000,22,8259,1409,845
137000,14,3803,689,1129
56000,14,1508,347,1679
93000,14,1781,346,734
152300,7,2045,358,245
93300,14,1954,368,917
68600,52,296,63,143
62500,40,690,129,305
180800,8,4195,725,291
148600,11,1214,228,633
93800,31,2447,465,1313
162500,9,2739,555,294
136200,22,4173,763,1086
116500,21,4924,966,1175
59900,34,1656,328,1110
91700,21,1724,317,1006
66000,31,1177,221,744
122100,24,6012,1227,780
87500,17,301,94,122
107100,12,2726,517,1351
58800,33,1239,250,648
50700,33,1097,254,627
108300,13,3297,662,267
103800,10,3486,695,298
99800,13,3839,715,1486
52300,42,1142,236,597
57000,36,1219,258,639
81500,17,3328,628,1580
75900,18,1277,234,674
87500,11,1337,412,1376
230800,14,1289,277,693
104600,13,1996,410,618
145700,13,2095,391,860
153300,17,1047,212,530
105100,12,3014,560,1424
